country,year,sex,e0
DNK,1886,male,48.16
DNK,1887,female,49.65
DNK,1887,male,47.71
DNK,1888,female,47.63
DNK,1888,male,45.75
DNK,1889,female,49.13
DNK,1889,male,46.51
DNK,1890,female,48.43
DNK,1890,male,46.11
DNK,1891,female,47.88
DNK,1891,male,45.69
DNK,1892,female,48.84
DNK,1892,male,46.02
DNK,1893,female,48.3
DNK,1893,male,45.88
DNK,1894,female,50.55
DNK,1894,male,48.22
DNK,1895,female,52.2
DNK,1895,male,49.56
DNK,1896,female,54.56
DNK,1896,male,51.32
DNK,1897,female,53.38
DNK,1897,male,50.26
DNK,1898,female,54.59
DNK,1898,male,51.65
DNK,1899,female,52.43
DNK,1899,male,48.95
DNK,1900,female,53.57
DNK,1900,male,50.25
DNK,1901,female,54.56
DNK,1901,male,50.79
DNK,1902,female,56.22
DNK,1902,male,53.15
DNK,1903,female,56.39
DNK,1903,male,53.27
DNK,1904,female,57.43
DNK,1904,male,54
DNK,1905,female,55.78
DNK,1905,male,52.97
DNK,1906,female,57.99
DNK,1906,male,54.95
DNK,1907,female,57.49
DNK,1907,male,54.71
DNK,1908,female,56.38
DNK,1908,male,53.54
DNK,1909,female,58.87
DNK,1909,male,55.85
DNK,1910,female,59.64
DNK,1910,male,56.44
DNK,1911,female,58.68
DNK,1911,male,55.24
DNK,1912,female,59.36
DNK,1912,male,56.67
DNK,1913,female,60.12
DNK,1913,male,57.63
DNK,1914,female,60.11
DNK,1914,male,56.82
DNK,1915,female,59.89
DNK,1915,male,56.91
DNK,1916,female,58.54
DNK,1916,male,55.29
DNK,1917,female,58.49
DNK,1917,male,56.03
DNK,1918,female,57.28
DNK,1918,male,55.14
DNK,1919,female,57.71
DNK,1919,male,56.08
DNK,1920,female,58.47
DNK,1920,male,56.96
DNK,1921,female,62.44
DNK,1921,male,60.91
DNK,1922,female,61.36
DNK,1922,male,59.95
DNK,1923,female,62.06
DNK,1923,male,60.27
DNK,1924,female,62.08
DNK,1924,male,60.16
DNK,1925,female,62.68
DNK,1925,male,61.19
DNK,1926,female,62.55
DNK,1926,male,60.83
DNK,1927,female,61.88
DNK,1927,male,60.54
DNK,1928,female,62.76
DNK,1928,male,60.94
DNK,1929,female,62.77
DNK,1929,male,61.18
DNK,1930,female,63.19
DNK,1930,male,61.28
DNK,1931,female,62.9
DNK,1931,male,60.88
DNK,1932,female,63.44
DNK,1932,male,61.96
DNK,1933,female,64.45
DNK,1933,male,62.74
DNK,1934,female,65.17
DNK,1934,male,63.04
DNK,1935,female,63.86
DNK,1935,male,61.94
DNK,1936,female,64.54
DNK,1936,male,62.38
DNK,1937,female,65.16
DNK,1937,male,62.75
DNK,1938,female,66.07
DNK,1938,male,63.93
DNK,1939,female,66.93
DNK,1939,male,64.69
DNK,1940,female,67.23
DNK,1940,male,65.32
DNK,1941,female,67.06
DNK,1941,male,64.86
DNK,1942,female,68.14
DNK,1942,male,66.11
DNK,1943,female,68.42
DNK,1943,male,66.44
DNK,1944,female,67.4
DNK,1944,male,65.41
DNK,1945,female,67.21
DNK,1945,male,64.99
DNK,1946,female,68.15
DNK,1946,male,66.35
DNK,1947,female,69.65
DNK,1947,male,67.44
DNK,1948,female,71.47
DNK,1948,male,68.74
DNK,1949,female,71.4
DNK,1949,male,68.85
DNK,1950,female,71.52
DNK,1950,male,69.11
DNK,1951,female,72.15
DNK,1951,male,69.71
DNK,1952,female,72.15
DNK,1952,male,69.39
DNK,1953,female,72.47
DNK,1953,male,69.88
DNK,1954,female,72.81
DNK,1954,male,69.89
DNK,1955,female,73.46
DNK,1955,male,70.39
DNK,1956,female,73.71
DNK,1956,male,70.4
DNK,1957,female,73.49
DNK,1957,male,70.15
DNK,1958,female,74.03
DNK,1958,male,70.48
DNK,1959,female,73.87
DNK,1959,male,70.59
DNK,1960,female,73.99
DNK,1960,male,70.43
DNK,1961,female,74.38
DNK,1961,male,70.56
DNK,1962,female,74.44
DNK,1962,male,70.32
DNK,1963,female,74.48
DNK,1963,male,70.41
DNK,1964,female,74.8
DNK,1964,male,70.29
DNK,1965,female,74.65
DNK,1965,male,70.19
DNK,1966,female,74.79
DNK,1966,male,70.21
DNK,1967,female,75.36
DNK,1967,male,70.62
DNK,1968,female,75.58
DNK,1968,male,70.78
DNK,1969,female,75.7
DNK,1969,male,70.86
DNK,1970,female,75.92
DNK,1970,male,70.87
DNK,1971,female,76.16
DNK,1971,male,70.8
DNK,1972,female,76.22
DNK,1972,male,70.81
DNK,1973,female,76.53
DNK,1973,male,70.97
DNK,1974,female,76.82
DNK,1974,male,70.94
DNK,1975,female,77
DNK,1975,male,71.29
DNK,1976,female,76.7
DNK,1976,male,70.93
DNK,1977,female,77.67
DNK,1977,male,71.73
DNK,1978,female,77.42
DNK,1978,male,71.52
DNK,1979,female,77.41
DNK,1979,male,71.2
DNK,1980,female,77.18
DNK,1980,male,71.18
DNK,1981,female,77.36
DNK,1981,male,71.25
DNK,1982,female,77.65
DNK,1982,male,71.6
DNK,1983,female,77.55
DNK,1983,male,71.44
DNK,1984,female,77.62
DNK,1984,male,71.66
DNK,1985,female,77.48
DNK,1985,male,71.53
DNK,1986,female,77.53
DNK,1986,male,71.77
DNK,1987,female,77.79
DNK,1987,male,71.75
DNK,1988,female,77.64
DNK,1988,male,72.04
DNK,1989,female,77.76
DNK,1989,male,71.99
DNK,1990,female,77.73
DNK,1990,male,72.02
DNK,1991,female,77.98
DNK,1991,male,72.47
DNK,1992,female,77.97
DNK,1992,male,72.56
DNK,1993,female,77.77
DNK,1993,male,72.6
DNK,1994,female,78.1
DNK,1994,male,72.78
DNK,1995,female,77.84
DNK,1995,male,72.73
DNK,1996,female,78.26
DNK,1996,male,73.06
DNK,1997,female,78.47
DNK,1997,male,73.56
DNK,1998,female,78.89
DNK,1998,male,73.94
DNK,1999,female,78.89
DNK,1999,male,74.21
DNK,2000,female,79.12
DNK,2000,male,74.44
DNK,2001,female,79.22
DNK,2001,male,74.67
DNK,2002,female,79.34
DNK,2002,male,74.8
DNK,2003,female,79.74
DNK,2003,male,75.03
DNK,2004,female,80.11
DNK,2004,male,75.41
DNK,2005,female,80.45
DNK,2005,male,75.94
DNK,2006,female,80.51
DNK,2006,male,75.9
DNK,2007,female,80.53
DNK,2007,male,76.13
DNK,2008,female,80.92
DNK,2008,male,76.48
DNK,2009,female,81.03
DNK,2009,male,76.84
DNK,2010,female,81.33
DNK,2010,male,77.12
DNK,2011,female,81.83
DNK,2011,male,77.7
DNK,2012,female,82.04
DNK,2012,male,78.07
DNK,2013,female,82.31
DNK,2013,male,78.28
DNK,2014,female,82.67
DNK,2014,male,78.57
DNK,2015,female,82.69
DNK,2015,male,78.77
DNK,2016,female,82.79
DNK,2016,male,78.95
DNK,2017,female,83.12
DNK,2017,male,79.1
DNK,2018,female,82.96
DNK,2018,male,79.02
DNK,2019,female,83.42
DNK,2019,male,79.44
DNK,2020,female,83.51
DNK,2020,male,79.58
DNK,2021,female,83.3
DNK,2021,male,79.57
DNK,2022,female,83.18
DNK,2022,male,79.43
DNK,2023,female,83.62
DNK,2023,male,79.73
DNK,2024,female,83.9
DNK,2024,male,80.17
DNK,2025,female,83.99
DNK,2025,male,80.37
ESP,1908,female,42.35
ESP,1908,male,40.5
ESP,1909,female,42.09
ESP,1909,male,39.94
ESP,1910,female,42.02
ESP,1910,male,39.71
ESP,1911,female,40.77
ESP,1911,male,38.86
ESP,1912,female,44.39
ESP,1912,male,42.52
ESP,1913,female,43.59
ESP,1913,male,41.67
ESP,1914,female,43.7
ESP,1914,male,41.89
ESP,1915,female,44.01
ESP,1915,male,42.22
ESP,1916,female,44.89
ESP,1916,male,42.98
ESP,1917,female,43.58
ESP,1917,male,41.66
ESP,1918,female,30.8
ESP,1918,male,29.94
ESP,1919,female,42.15
ESP,1919,male,39.78
ESP,1920,female,40.5
ESP,1920,male,38.31
ESP,1921,female,43.23
ESP,1921,male,40.79
ESP,1922,female,45.45
ESP,1922,male,43
ESP,1923,female,46.02
ESP,1923,male,43.51
ESP,1924,female,47.8
ESP,1924,male,44.85
ESP,1925,female,48.49
ESP,1925,male,45.51
ESP,1926,female,49.22
ESP,1926,male,46.22
ESP,1927,female,50.01
ESP,1927,male,46.99
ESP,1928,female,50.11
ESP,1928,male,47.15
ESP,1929,female,51.16
ESP,1929,male,47.85
ESP,1930,female,51.11
ESP,1930,male,47.44
ESP,1931,female,51.07
ESP,1931,male,47.55
ESP,1932,female,52.85
ESP,1932,male,49.47
ESP,1933,female,53.3
ESP,1933,male,49.92
ESP,1934,female,54.09
ESP,1934,male,50.39
ESP,1935,female,54.6
ESP,1935,male,50.73
ESP,1936,female,55.57
ESP,1936,male,46.89
ESP,1937,female,52.26
ESP,1937,male,42.91
ESP,1938,female,52.17
ESP,1938,male,43.46
ESP,1939,female,51.8
ESP,1939,male,43.11
ESP,1940,female,52.64
ESP,1940,male,44.89
ESP,1941,female,51.47
ESP,1941,male,43.47
ESP,1942,female,55.33
ESP,1942,male,49.26
ESP,1943,female,57.63
ESP,1943,male,52.13
ESP,1944,female,59.24
ESP,1944,male,53.3
ESP,1945,female,60.55
ESP,1945,male,54.99
ESP,1946,female,60.65
ESP,1946,male,54.56
ESP,1947,female,61.66
ESP,1947,male,56.55
ESP,1948,female,63.92
ESP,1948,male,58.61
ESP,1949,female,63.5
ESP,1949,male,58.32
ESP,1950,female,64.16
ESP,1950,male,59.29
ESP,1951,female,63.83
ESP,1951,male,59.1
ESP,1952,female,67.03
ESP,1952,male,62.55
ESP,1953,female,67.9
ESP,1953,male,63.49
ESP,1954,female,69.08
ESP,1954,male,64.64
ESP,1955,female,68.95
ESP,1955,male,64.38
ESP,1956,female,69.03
ESP,1956,male,64.39
ESP,1957,female,68.9
ESP,1957,male,64.16
ESP,1958,female,71.07
ESP,1958,male,66.4
ESP,1959,female,71.08
ESP,1959,male,66.24
ESP,1960,female,71.66
ESP,1960,male,66.67
ESP,1961,female,71.96
ESP,1961,male,67.08
ESP,1962,female,72.07
ESP,1962,male,67.08
ESP,1963,female,72.36
ESP,1963,male,67.12
ESP,1964,female,73.13
ESP,1964,male,67.78
ESP,1965,female,73.56
ESP,1965,male,68.17
ESP,1966,female,73.78
ESP,1966,male,68.46
ESP,1967,female,74.06
ESP,1967,male,68.57
ESP,1968,female,74.37
ESP,1968,male,68.87
ESP,1969,female,73.88
ESP,1969,male,68.34
ESP,1970,female,74.87
ESP,1970,male,69.32
ESP,1971,female,74.56
ESP,1971,male,68.84
ESP,1972,female,75.64
ESP,1972,male,70.15
ESP,1973,female,75.52
ESP,1973,male,69.85
ESP,1974,female,75.93
ESP,1974,male,70.17
ESP,1975,female,76.35
ESP,1975,male,70.54
ESP,1976,female,76.71
ESP,1976,male,70.81
ESP,1977,female,77.23
ESP,1977,male,71.28
ESP,1978,female,77.48
ESP,1978,male,71.42
ESP,1979,female,78.05
ESP,1979,male,71.84
ESP,1980,female,78.55
ESP,1980,male,72.39
ESP,1981,female,78.77
ESP,1981,male,72.53
ESP,1982,female,79.35
ESP,1982,male,73.17
ESP,1983,female,79.13
ESP,1983,male,72.96
ESP,1984,female,79.68
ESP,1984,male,73.2
ESP,1985,female,79.66
ESP,1985,male,73.1
ESP,1986,female,79.89
ESP,1986,male,73.44
ESP,1987,female,80.24
ESP,1987,male,73.61
ESP,1988,female,80.29
ESP,1988,male,73.56
ESP,1989,female,80.5
ESP,1989,male,73.47
ESP,1990,female,80.56
ESP,1990,male,73.43
ESP,1991,female,80.75
ESP,1991,male,73.51
ESP,1992,female,81.26
ESP,1992,male,73.91
ESP,1993,female,81.34
ESP,1993,male,74.11
ESP,1994,female,81.72
ESP,1994,male,74.5
ESP,1995,female,81.84
ESP,1995,male,74.56
ESP,1996,female,82
ESP,1996,male,74.69
ESP,1997,female,82.35
ESP,1997,male,75.33
ESP,1998,female,82.42
ESP,1998,male,75.45
ESP,1999,female,82.43
ESP,1999,male,75.46
ESP,2000,female,82.85
ESP,2000,male,75.97
ESP,2001,female,83.16
ESP,2001,male,76.29
ESP,2002,female,83.24
ESP,2002,male,76.39
ESP,2003,female,83.07
ESP,2003,male,76.42
ESP,2004,female,83.65
ESP,2004,male,76.98
ESP,2005,female,83.61
ESP,2005,male,77.02
ESP,2006,female,84.2
ESP,2006,male,77.69
ESP,2007,female,84.16
ESP,2007,male,77.75
ESP,2008,female,84.34
ESP,2008,male,78.18
ESP,2009,female,84.64
ESP,2009,male,78.57
ESP,2010,female,84.99
ESP,2010,male,78.97
ESP,2011,female,85.08
ESP,2011,male,79.22
ESP,2012,female,85.05
ESP,2012,male,79.28
ESP,2013,female,85.48
ESP,2013,male,79.82
ESP,2014,female,85.58
ESP,2014,male,80
ESP,2015,female,85.35
ESP,2015,male,79.81
ESP,2016,female,85.76
ESP,2016,male,80.17
ESP,2017,female,85.66
ESP,2017,male,80.24
ESP,2018,female,85.79
ESP,2018,male,80.34
ESP,2019,female,86.16
ESP,2019,male,80.73
ESP,2020,female,85.01
ESP,2020,male,79.47
ESP,2021,female,85.79
ESP,2021,male,80.15
ESP,2022,female,85.71
ESP,2022,male,80.32
ESP,2023,female,86.33
ESP,2023,male,81.07
EST,1959,female,71.98
EST,1959,male,64.41
EST,1960,female,73.02
EST,1960,male,64.68
EST,1961,female,73.28
EST,1961,male,65.07
EST,1962,female,73.18
EST,1962,male,65.59
EST,1963,female,73.54
EST,1963,male,65.3
EST,1964,female,74.04
EST,1964,male,66.3
EST,1965,female,74.25
EST,1965,male,66.3
EST,1966,female,74.28
EST,1966,male,66.21
EST,1967,female,74.72
EST,1967,male,66.35
EST,1968,female,74.46
EST,1968,male,65.91
EST,1969,female,74.43
EST,1969,male,65.37
EST,1970,female,74.56
EST,1970,male,65.51
EST,1971,female,74.78
EST,1971,male,65.68
EST,1972,female,74.64
EST,1972,male,65.44
EST,1973,female,74.66
EST,1973,male,66.01
EST,1974,female,75.06
EST,1974,male,65.85
EST,1975,female,74.75
EST,1975,male,64.91
EST,1976,female,74.4
EST,1976,male,64.53
EST,1977,female,74.49
EST,1977,male,64.65
EST,1978,female,74.54
EST,1978,male,64.31
EST,1979,female,74.21
EST,1979,male,64.15
EST,1980,female,74.27
EST,1980,male,64.21
EST,1981,female,74.13
EST,1981,male,64.11
EST,1982,female,74.72
EST,1982,male,64.58
EST,1983,female,74.84
EST,1983,male,64.36
EST,1984,female,74.28
EST,1984,male,64.6
EST,1985,female,74.49
EST,1985,male,64.66
EST,1986,female,75.1
EST,1986,male,66.17
EST,1987,female,75.06
EST,1987,male,66.29
EST,1988,female,75.02
EST,1988,male,66.44
EST,1989,female,74.89
EST,1989,male,65.69
EST,1990,female,74.91
EST,1990,male,64.7
EST,1991,female,74.97
EST,1991,male,64.47
EST,1992,female,74.77
EST,1992,male,63.51
EST,1993,female,74.08
EST,1993,male,62.48
EST,1994,female,72.99
EST,1994,male,60.82
EST,1995,female,74.35
EST,1995,male,61.62
EST,1996,female,75.59
EST,1996,male,64.43
EST,1997,female,75.93
EST,1997,male,64.54
EST,1998,female,75.44
EST,1998,male,64.28
EST,1999,female,76.11
EST,1999,male,65.16
EST,2000,female,76.32
EST,2000,male,65.6
EST,2001,female,76.51
EST,2001,male,65.15
EST,2002,female,77.19
EST,2002,male,65.56
EST,2003,female,77.28
EST,2003,male,66.45
EST,2004,female,77.96
EST,2004,male,66.72
EST,2005,female,78.29
EST,2005,male,67.57
EST,2006,female,78.59
EST,2006,male,67.64
EST,2007,female,78.76
EST,2007,male,67.46
EST,2008,female,79.4
EST,2008,male,68.89
EST,2009,female,80.02
EST,2009,male,69.97
EST,2010,female,80.51
EST,2010,male,70.83
EST,2011,female,80.97
EST,2011,male,71.3
EST,2012,female,81.13
EST,2012,male,71.33
EST,2013,female,81.3
EST,2013,male,72.71
EST,2014,female,81.47
EST,2014,male,72.29
EST,2015,female,81.78
EST,2015,male,73.08
EST,2016,female,81.85
EST,2016,male,73.19
EST,2017,female,82.27
EST,2017,male,73.66
EST,2018,female,82.39
EST,2018,male,73.87
EST,2019,female,82.71
EST,2019,male,74.41
EST,2020,female,82.72
EST,2020,male,74.37
EST,2021,female,81.35
EST,2021,male,72.72
EST,2022,female,82.25
EST,2022,male,73.59
EST,2023,female,83.05
EST,2023,male,74.48
EST,2024,female,83.43
EST,2024,male,75.07
FIN,1878,female,40.26
FIN,1878,male,38.4
FIN,1879,female,46.08
FIN,1879,male,43.72
FIN,1880,female,41.17
FIN,1880,male,38.25
FIN,1881,female,39.02
FIN,1881,male,36.4
FIN,1882,female,41.81
FIN,1882,male,38.84
FIN,1883,female,44.39
FIN,1883,male,41.14
FIN,1884,female,44.46
FIN,1884,male,41.32
FIN,1885,female,42.5
FIN,1885,male,40.07
FIN,1886,female,42.29
FIN,1886,male,39.47
FIN,1887,female,46.69
FIN,1887,male,44.37
FIN,1888,female,46.35
FIN,1888,male,44.02
FIN,1889,female,46.35
FIN,1889,male,43.5
FIN,1890,female,46.15
FIN,1890,male,43.09
FIN,1891,female,43.97
FIN,1891,male,41.27
FIN,1892,female,41.35
FIN,1892,male,38.23
FIN,1893,female,45
FIN,1893,male,41.75
FIN,1894,female,46.39
FIN,1894,male,43.97
FIN,1895,female,49.24
FIN,1895,male,45.99
FIN,1896,female,47.76
FIN,1896,male,45.28
FIN,1897,female,49.43
FIN,1897,male,46.78
FIN,1898,female,49.36
FIN,1898,male,46.78
FIN,1899,female,45.64
FIN,1899,male,43.07
FIN,1900,female,43.24
FIN,1900,male,40.41
FIN,1901,female,44.16
FIN,1901,male,41.54
FIN,1902,female,47.56
FIN,1902,male,44.87
FIN,1903,female,48.03
FIN,1903,male,45.12
FIN,1904,female,48.44
FIN,1904,male,45.95
FIN,1905,female,47.6
FIN,1905,male,44.52
FIN,1906,female,48.68
FIN,1906,male,45.4
FIN,1907,female,48.59
FIN,1907,male,45.35
FIN,1908,female,47.68
FIN,1908,male,44.54
FIN,1909,female,50.18
FIN,1909,male,47.2
FIN,1910,female,49.9
FIN,1910,male,47.07
FIN,1911,female,50.44
FIN,1911,male,47.03
FIN,1912,female,50.77
FIN,1912,male,47.49
FIN,1913,female,50.78
FIN,1913,male,47.32
FIN,1914,female,51.31
FIN,1914,male,48.15
FIN,1915,female,51.13
FIN,1915,male,47.99
FIN,1916,female,49.7
FIN,1916,male,46.27
FIN,1917,female,48.39
FIN,1917,male,44.74
FIN,1918,female,43.66
FIN,1918,male,26.37
FIN,1919,female,45.35
FIN,1919,male,40.38
FIN,1920,female,50.04
FIN,1920,male,45.37
FIN,1921,female,54.76
FIN,1921,male,50.06
FIN,1922,female,54.18
FIN,1922,male,49.71
FIN,1923,female,54.91
FIN,1923,male,50.07
FIN,1924,female,52.71
FIN,1924,male,47.88
FIN,1925,female,55.95
FIN,1925,male,50.83
FIN,1926,female,56.23
FIN,1926,male,51.37
FIN,1927,female,54.39
FIN,1927,male,49.32
FIN,1928,female,56.18
FIN,1928,male,51.22
FIN,1929,female,53.88
FIN,1929,male,48.82
FIN,1930,female,57.02
FIN,1930,male,51.91
FIN,1931,female,57.27
FIN,1931,male,52.47
FIN,1932,female,58.21
FIN,1932,male,53.29
FIN,1933,female,58.12
FIN,1933,male,52.69
FIN,1934,female,58.66
FIN,1934,male,53.35
FIN,1935,female,59.94
FIN,1935,male,54.78
FIN,1936,female,58.51
FIN,1936,male,53.81
FIN,1937,female,59.77
FIN,1937,male,54.33
FIN,1938,female,59.74
FIN,1938,male,54.66
FIN,1939,female,59.78
FIN,1939,male,50.02
FIN,1940,female,58.08
FIN,1940,male,38.76
FIN,1941,female,60.66
FIN,1941,male,37.04
FIN,1942,female,61.49
FIN,1942,male,47.39
FIN,1943,female,61.92
FIN,1943,male,51.05
FIN,1944,female,59.19
FIN,1944,male,39.49
FIN,1945,female,60.78
FIN,1945,male,52.9
FIN,1946,female,64.58
FIN,1946,male,56.34
FIN,1947,female,64.58
FIN,1947,male,56.44
FIN,1948,female,65.97
FIN,1948,male,57.91
FIN,1949,female,66.14
FIN,1949,male,57.66
FIN,1950,female,67.92
FIN,1950,male,60.38
FIN,1951,female,68.83
FIN,1951,male,62.26
FIN,1952,female,69.48
FIN,1952,male,63.34
FIN,1953,female,69.76
FIN,1953,male,63.25
FIN,1954,female,70.65
FIN,1954,male,64.23
FIN,1955,female,70.66
FIN,1955,male,63.84
FIN,1956,female,71.18
FIN,1956,male,64.58
FIN,1957,female,70.6
FIN,1957,male,64.11
FIN,1958,female,71.72
FIN,1958,male,65.29
FIN,1959,female,72.16
FIN,1959,male,65.24
FIN,1960,female,72.4
FIN,1960,male,65.41
FIN,1961,female,72.24
FIN,1961,male,65.6
FIN,1962,female,72.25
FIN,1962,male,65.1
FIN,1963,female,72.69
FIN,1963,male,65.52
FIN,1964,female,72.96
FIN,1964,male,65.66
FIN,1965,female,72.86
FIN,1965,male,65.3
FIN,1966,female,73.18
FIN,1966,male,65.96
FIN,1967,female,73.59
FIN,1967,male,65.93
FIN,1968,female,73.57
FIN,1968,male,65.88
FIN,1969,female,73.57
FIN,1969,male,65.64
FIN,1970,female,74.4
FIN,1970,male,66.16
FIN,1971,female,74.32
FIN,1971,male,65.91
FIN,1972,female,75.03
FIN,1972,male,66.61
FIN,1973,female,75.68
FIN,1973,male,66.97
FIN,1974,female,75.56
FIN,1974,male,66.93
FIN,1975,female,76.14
FIN,1975,male,67.43
FIN,1976,female,76.33
FIN,1976,male,67.54
FIN,1977,female,76.96
FIN,1977,male,67.96
FIN,1978,female,77.43
FIN,1978,male,68.58
FIN,1979,female,77.55
FIN,1979,male,68.98
FIN,1980,female,77.86
FIN,1980,male,69.24
FIN,1981,female,78.11
FIN,1981,male,69.62
FIN,1982,female,78.59
FIN,1982,male,70.22
FIN,1983,female,78.36
FIN,1983,male,70.25
FIN,1984,female,78.76
FIN,1984,male,70.49
FIN,1985,female,78.52
FIN,1985,male,70.15
FIN,1986,female,78.76
FIN,1986,male,70.57
FIN,1987,female,78.71
FIN,1987,male,70.67
FIN,1988,female,78.69
FIN,1988,male,70.66
FIN,1989,female,78.9
FIN,1989,male,70.87
FIN,1990,female,78.88
FIN,1990,male,70.94
FIN,1991,female,79.32
FIN,1991,male,71.33
FIN,1992,female,79.44
FIN,1992,male,71.67
FIN,1993,female,79.48
FIN,1993,male,72.11
FIN,1994,female,80.15
FIN,1994,male,72.8
FIN,1995,female,80.21
FIN,1995,male,72.81
FIN,1996,female,80.55
FIN,1996,male,73.03
FIN,1997,female,80.51
FIN,1997,male,73.43
FIN,1998,female,80.84
FIN,1998,male,73.52
FIN,1999,female,81.03
FIN,1999,male,73.74
FIN,2000,female,81.02
FIN,2000,male,74.16
FIN,2001,female,81.54
FIN,2001,male,74.58
FIN,2002,female,81.53
FIN,2002,male,74.87
FIN,2003,female,81.81
FIN,2003,male,75.13
FIN,2004,female,82.27
FIN,2004,male,75.31
FIN,2005,female,82.3
FIN,2005,male,75.53
FIN,2006,female,82.83
FIN,2006,male,75.82
FIN,2007,female,82.86
FIN,2007,male,75.87
FIN,2008,female,83.01
FIN,2008,male,76.32
FIN,2009,female,83.11
FIN,2009,male,76.48
FIN,2010,female,83.24
FIN,2010,male,76.72
FIN,2011,female,83.54
FIN,2011,male,77.19
FIN,2012,female,83.41
FIN,2012,male,77.51
FIN,2013,female,83.82
FIN,2013,male,77.86
FIN,2014,female,83.87
FIN,2014,male,78.18
FIN,2015,female,84.15
FIN,2015,male,78.54
FIN,2016,female,84.12
FIN,2016,male,78.44
FIN,2017,female,84.22
FIN,2017,male,78.72
FIN,2018,female,84.31
FIN,2018,male,78.91
FIN,2019,female,84.52
FIN,2019,male,79.18
FIN,2020,female,84.62
FIN,2020,male,79.03
FIN,2021,female,84.48
FIN,2021,male,79.15
FIN,2022,female,83.8
FIN,2022,male,78.64
FIN,2023,female,84.2
FIN,2023,male,78.97
FIN,2024,female,84.82
FIN,2024,male,79.69
FRATNP,1816,female,41.12
FRATNP,1816,male,39.08
FRATNP,1817,female,40.23
FRATNP,1817,male,38.25
FRATNP,1818,female,39.1
FRATNP,1818,male,38.12
FRATNP,1819,female,37.94
FRATNP,1819,male,36.75
FRATNP,1820,female,39.98
FRATNP,1820,male,38.62
FRATNP,1821,female,40.43
FRATNP,1821,male,39.37
FRATNP,1822,female,39.04
FRATNP,1822,male,37.72
FRATNP,1823,female,40.82
FRATNP,1823,male,39.29
FRATNP,1824,female,39.97
FRATNP,1824,male,38.5
FRATNP,1825,female,39.07
FRATNP,1825,male,38.13
FRATNP,1826,female,38.33
FRATNP,1826,male,37.31
FRATNP,1827,female,40.14
FRATNP,1827,male,38.72
FRATNP,1828,female,38.31
FRATNP,1828,male,36.94
FRATNP,1829,female,40.27
FRATNP,1829,male,38.65
FRATNP,1830,female,40.37
FRATNP,1830,male,38.93
FRATNP,1831,female,40.57
FRATNP,1831,male,38.95
FRATNP,1832,female,36.54
FRATNP,1832,male,35.27
FRATNP,1833,female,39.59
FRATNP,1833,male,38.22
FRATNP,1834,female,35.81
FRATNP,1834,male,34.42
FRATNP,1835,female,40.45
FRATNP,1835,male,38.63
FRATNP,1836,female,42.79
FRATNP,1836,male,41.24
FRATNP,1837,female,40
FRATNP,1837,male,38.87
FRATNP,1838,female,40.01
FRATNP,1838,male,38.75
FRATNP,1839,female,41.56
FRATNP,1839,male,40.36
FRATNP,1840,female,41.17
FRATNP,1840,male,39.68
FRATNP,1841,female,41.76
FRATNP,1841,male,39.71
FRATNP,1842,female,40.91
FRATNP,1842,male,39.18
FRATNP,1843,female,41.42
FRATNP,1843,male,40.17
FRATNP,1844,female,42.97
FRATNP,1844,male,41.71
FRATNP,1845,female,44.22
FRATNP,1845,male,43
FRATNP,1846,female,41.32
FRATNP,1846,male,40.09
FRATNP,1847,female,41.21
FRATNP,1847,male,39.71
FRATNP,1848,female,41.13
FRATNP,1848,male,39.54
FRATNP,1849,female,36.7
FRATNP,1849,male,35.23
FRATNP,1850,female,44
FRATNP,1850,male,42.63
FRATNP,1851,female,42.41
FRATNP,1851,male,41.21
FRATNP,1852,female,41.95
FRATNP,1852,male,40.76
FRATNP,1853,female,43.24
FRATNP,1853,male,41.9
FRATNP,1854,female,37.02
FRATNP,1854,male,35.36
FRATNP,1855,female,39.5
FRATNP,1855,male,35.81
FRATNP,1856,female,41.32
FRATNP,1856,male,39.13
FRATNP,1857,female,40.16
FRATNP,1857,male,39.07
FRATNP,1858,female,40.06
FRATNP,1858,male,39.38
FRATNP,1859,female,35.94
FRATNP,1859,male,34.75
FRATNP,1860,female,43.87
FRATNP,1860,male,42.85
FRATNP,1861,female,41.03
FRATNP,1861,male,40.15
FRATNP,1862,female,43.31
FRATNP,1862,male,42.11
FRATNP,1863,female,42.45
FRATNP,1863,male,41.21
FRATNP,1864,female,42.78
FRATNP,1864,male,41.37
FRATNP,1865,female,40.93
FRATNP,1865,male,39.5
FRATNP,1866,female,42.57
FRATNP,1866,male,41.11
FRATNP,1867,female,43.21
FRATNP,1867,male,41.65
FRATNP,1868,female,41.19
FRATNP,1868,male,39.43
FRATNP,1869,female,42.12
FRATNP,1869,male,40.17
FRATNP,1870,female,38.47
FRATNP,1870,male,34.77
FRATNP,1871,female,32.58
FRATNP,1871,male,27.34
FRATNP,1872,female,43.63
FRATNP,1872,male,41.44
FRATNP,1873,female,42.81
FRATNP,1873,male,40.97
FRATNP,1874,female,45.28
FRATNP,1874,male,43.36
FRATNP,1875,female,44.11
FRATNP,1875,male,42.33
FRATNP,1876,female,44.72
FRATNP,1876,male,42.53
FRATNP,1877,female,45.31
FRATNP,1877,male,43.33
FRATNP,1878,female,44.42
FRATNP,1878,male,42.37
FRATNP,1879,female,45.09
FRATNP,1879,male,42.92
FRATNP,1880,female,43.81
FRATNP,1880,male,41.84
